"","S1_bulk1","S1_bulk2","S1_bulk3","S1_bulk4","S1_bulk5","S1_rAo1","S1_rAo2","S1_rAo3","S1_rAo4","S1_rAo5","S1_rAo6","S2_bulk1","S2_bulk2","S2_bulk3","S2_bulk4","S2_bulk5","S2_rVo1","S2_rVo2","S2_rVo3","S2_rVo4","S2_rVo5","S2_rVo6","S2_rVo7","S1_bulk6","S1_bulk7","S1_bulk8","S1_bulk9","S1_bulk10","S1_rAo7","S1_rAo8","S1_rAo9","S1_rAo10","S2_bulk6","S2_bulk7","S2_bulk8","S2_bulk9","S2_bulk10","S2_rVo8","S2_rVo9","S2_rVo10"
"OTU_160",0,0,44,49,44,0,496,0,0,0,2789,0,21,0,146,0,23,0,208,1431,543,0,40,408,0,0,0,39,471,0,12,117,0,74,0,95,0,0,0,0
"OTU_161",98,123,111,12,137,42,236,28,19,0,0,48,55,50,68,0,57,0,99,12,100,25,0,59,0,84,67,109,103,22,136,0,40,52,19,78,0,45,33,0
"OTU_162",0,0,10,11,0,0,12,0,0,0,0,0,18,0,0,52,13,35,14,33,686,4,35,11,0,0,0,0,0,0,8,0,15,59,384,0,56,35,7,51
"OTU_164",0,0,0,0,0,0,0,0,0,0,0,137,72,5,49,21,164,273,51,27,34,149,173,0,0,0,0,0,0,0,0,0,72,106,156,46,12,338,113,676
"OTU_165",5,40,44,0,63,0,0,0,0,0,0,87,67,70,62,37,174,53,42,0,18,32,85,0,0,25,6,33,0,8,0,0,37,133,78,118,32,114,42,166
"OTU_166",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,69,0,0,0
"OTU_167",23,0,0,0,0,0,0,0,0,0,0,0,0,41,14,16,8,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,26,8,0,33,21,11,13,0
"OTU_168",0,0,98,0,61,0,0,0,0,0,0,48,56,18,57,28,36,7,25,0,22,25,27,0,0,0,0,0,0,0,0,0,50,83,22,25,54,60,36,53
"OTU_169",97,0,0,0,0,152,0,0,0,0,0,38,0,91,59,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,36,0,192,63,0,0,0
"OTU_171",0,0,34,0,109,0,9,0,0,0,1594,92,93,41,55,72,86,455,36,0,45,24,12,0,0,0,0,0,60,0,38,0,100,158,98,44,364,16,134,18
"OTU_172",0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
"OTU_173",0,58,197,23,62,120,119,0,0,0,0,24,26,28,17,45,59,28,70,0,78,27,62,58,0,0,0,114,42,0,53,0,62,96,52,150,161,43,125,40
"OTU_174",0,0,0,0,0,4,14,0,0,0,0,27,10,0,22,17,34,44,23,0,17,27,48,0,0,0,0,0,13,0,0,0,21,48,24,24,25,66,24,98
"OTU_175",0,0,0,0,0,11,0,0,0,0,0,34,0,0,19,67,44,49,13,23,26,27,53,0,0,0,0,17,0,0,5,0,53,14,27,0,79,73,28,91
"OTU_177",0,13,0,0,0,0,41,60,167,62,96,23,14,19,0,0,48,0,0,0,0,0,0,0,0,42,0,74,79,32,50,4,0,0,0,0,0,0,0,0
"OTU_178",65,43,117,0,27,91,143,78,263,200,14,21,43,0,21,57,23,56,20,176,26,266,46,0,204,7,45,150,35,32,127,50,112,167,82,20,46,129,298,41
"OTU_179",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,19,0,8,0
"OTU_180",0,0,6,0,0,0,0,0,0,0,0,0,0,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,57,12,10,0
"OTU_181",16,0,90,15,81,0,71,6,0,0,0,48,46,26,59,34,91,73,57,0,8,42,115,0,12,0,0,43,39,17,36,0,56,100,26,55,68,149,207,104
"OTU_182",0,25,54,0,33,0,0,0,0,0,0,22,55,0,0,2,53,69,28,11,0,10,12,0,0,0,8,8,0,0,0,0,7,29,0,0,20,121,127,16
"OTU_183",9,0,19,0,22,24,37,9,29,0,27,52,38,0,31,29,104,124,9,0,23,29,67,7,23,30,41,71,4,22,27,0,30,56,18,41,65,125,25,95
"OTU_184",0,18,86,0,56,0,160,0,0,0,0,24,60,72,33,99,78,83,67,0,40,18,92,0,0,5,0,165,45,0,25,0,17,104,71,85,227,201,88,72
"OTU_185",0,0,29,0,22,0,0,0,0,0,0,41,14,20,33,61,55,57,10,0,9,30,17,0,0,0,0,0,0,0,0,0,49,35,19,18,50,67,63,47
"OTU_186",0,57,52,0,34,4,0,0,0,0,0,0,18,22,0,40,0,0,14,0,0,12,9,7,0,0,0,0,0,0,0,0,19,26,0,21,59,19,70,29
"OTU_187",362,289,245,7,225,68,169,31,115,0,0,0,50,116,95,10,68,0,129,0,40,36,0,72,28,347,239,286,228,227,124,40,73,139,112,96,33,1,46,0
"OTU_188",585,0,0,0,0,960,880,24,42,71,28,0,10,11,11,0,0,0,0,0,0,0,0,232,106,243,3235,149,59,0,0,0,0,0,0,0,0,0,0,0
"OTU_189",65,28,0,45,66,68,556,46,43,0,23,140,169,11,59,110,10,72,672,7,151,82,159,48,67,86,0,47,0,36,59,16,132,128,488,21,265,668,101,202
"OTU_190",0,36,146,0,104,0,0,0,0,0,0,28,18,43,28,61,88,50,25,0,0,19,7,0,0,0,0,0,58,0,13,0,101,41,29,170,149,159,141,114
"OTU_191",74,55,19,0,30,0,17,0,0,3,0,29,34,37,0,38,73,16,12,0,8,11,9,7,0,115,101,0,0,0,0,0,65,33,0,79,88,21,0,18
"OTU_192",65,8,28,6,118,2,55,22,0,3,10,20,46,39,38,55,104,164,18,24,53,72,102,14,4,21,0,49,20,5,60,0,26,152,33,62,11,118,61,175
"OTU_193",0,0,0,0,0,0,0,4,0,0,0,11,0,0,22,37,37,64,8,3,17,40,51,0,0,0,0,0,0,0,0,0,73,48,77,19,63,106,44,211
"OTU_194",135,396,124,18,163,73,59,88,148,0,0,43,34,110,112,15,65,0,41,0,16,30,0,29,14,191,85,53,79,37,33,0,89,118,56,104,10,8,21,0
"OTU_195",0,10,0,0,0,0,0,0,12,0,0,31,48,19,0,0,83,0,43,0,9,6,0,0,13,0,32,0,53,0,0,0,11,29,0,0,0,0,0,0
"OTU_196",0,0,0,0,3,0,0,0,0,0,0,0,21,49,24,44,32,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,23,31,0,56,80,15,22,37
"OTU_197",211,45,87,81,68,67,265,116,82,196,126,21,60,36,44,52,52,16,39,0,71,0,66,88,142,151,138,80,297,126,130,0,18,75,62,55,71,24,52,24
"OTU_198",0,0,0,0,0,0,0,0,0,0,0,6,0,8,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,20,0,0
"OTU_199",0,14,5,0,8,12,48,0,0,0,0,19,19,17,25,13,29,101,47,14,0,34,86,0,0,0,0,0,0,0,25,0,39,48,0,16,37,74,53,55
"OTU_200",0,0,15,0,55,0,0,0,0,0,0,57,76,66,104,72,91,35,27,3,54,39,17,0,0,17,0,0,0,0,0,0,70,92,53,146,87,83,82,41
"OTU_201",67,62,157,43,195,60,283,120,196,111,44,45,108,72,104,77,39,57,139,70,200,18,89,47,100,87,34,119,132,362,216,29,77,188,90,156,87,69,65,9
"OTU_202",0,0,0,0,0,0,0,0,0,0,0,9,0,7,7,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,0
"OTU_203",0,0,0,0,0,0,0,0,0,0,0,0,16,79,29,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,27,0,0,0
"OTU_205",0,0,21,0,3,80,33,0,0,8,0,4,0,8,4,39,8,110,12,16,2,16,16,0,16,0,4,10,9,0,24,0,11,49,0,16,54,117,81,51
"OTU_206",0,0,0,0,26,0,0,0,0,0,0,11,8,21,1,46,56,43,8,10,0,19,49,0,0,0,0,0,0,0,0,0,0,18,26,19,15,24,35,175
"OTU_207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,46,59,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,52,0,52,56,79,0,0
"OTU_209",22,64,154,0,73,13,63,44,51,0,0,31,49,20,71,40,77,12,42,0,47,29,49,11,0,64,0,70,0,10,91,0,58,72,35,140,115,33,62,39
"OTU_210",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"OTU_212",0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,46,3,0,0,0
"OTU_214",163,26,34,34,123,137,164,31,0,20,15,27,56,30,65,52,97,97,98,47,22,142,91,109,52,40,49,99,196,19,75,0,15,106,40,83,21,32,56,97
"OTU_215",3,7,16,0,14,4,18,0,0,0,0,18,0,17,0,142,64,309,18,16,0,69,122,4,0,0,0,0,71,4,0,0,20,31,60,8,16,91,31,308
"OTU_218",0,0,0,36,0,0,9,0,0,0,147,0,0,5,0,21,10,431,25,440,28,0,72,190,2,0,0,0,69,0,16,0,36,0,60,0,70,0,36,0
"OTU_219",0,0,15,0,35,0,0,0,0,0,0,65,41,104,145,107,178,19,2,0,18,53,24,0,0,0,0,0,0,0,0,0,45,64,30,97,137,10,32,104
"OTU_220",0,13,20,24,13,0,14,24,5,16,11,95,43,0,49,68,158,110,46,20,0,73,78,44,22,0,0,11,31,0,32,0,73,27,67,55,108,173,0,290
"OTU_221",0,17,39,34,12,22,0,6,22,0,0,8,33,0,11,20,30,6,17,0,0,31,17,0,0,0,20,10,0,0,32,0,24,36,47,17,50,34,29,0
"OTU_224",0,0,0,0,16,0,4,0,0,0,0,0,11,0,0,56,0,51,5,0,9,0,60,0,0,0,0,0,0,0,0,0,0,36,25,0,56,24,63,57
"OTU_225",0,0,81,19,33,0,200,0,0,0,0,31,40,0,24,106,103,51,0,0,0,61,69,0,0,0,0,52,52,0,640,0,31,29,0,0,123,61,34,40
"OTU_226",15,4,0,0,28,18,25,13,25,8,10,66,31,48,68,31,107,39,35,0,50,44,44,30,26,5,72,41,43,8,42,0,39,44,32,30,16,30,12,87
"OTU_227",0,65,91,0,36,8,0,0,0,0,0,35,44,44,46,18,40,9,27,0,19,15,2,0,0,0,0,0,0,0,0,0,81,59,13,46,35,1,40,13
"OTU_228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,18,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,31,14,25,18
"OTU_229",0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,29,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,33,40,5,0,7
"OTU_230",0,3,52,0,78,98,49,46,0,10,11,41,54,7,37,44,100,109,33,0,22,78,114,0,40,0,35,0,94,8,25,0,35,88,71,68,41,65,54,121
"OTU_231",0,0,0,0,0,0,0,0,0,0,0,68,10,91,88,103,100,0,0,0,0,28,10,0,0,0,0,0,0,0,0,0,110,103,49,146,176,13,31,19
"OTU_232",0,0,0,3,20,0,0,0,0,0,0,31,8,0,15,5,118,30,9,2,14,23,18,0,0,0,0,0,0,0,6,0,33,35,0,13,8,114,36,61
"OTU_233",38,81,26,0,23,206,0,0,0,0,0,0,11,37,43,15,31,0,0,0,0,0,0,133,0,9,6,12,15,0,0,0,0,0,0,61,29,0,0,0
"OTU_234",15,0,0,0,0,0,85,0,14,0,13,0,31,14,17,44,38,23,0,0,0,0,6,0,0,18,0,0,0,0,0,0,33,34,3,27,83,40,20,55
"OTU_235",0,0,15,0,0,0,0,0,0,0,0,44,37,156,100,16,36,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,25,83,17,109,29,0,1,0
"OTU_236",0,0,6,0,47,28,71,29,0,0,10,110,58,21,83,22,128,62,61,0,14,41,147,0,33,13,7,22,30,0,64,0,36,134,60,229,23,82,55,192
"OTU_237",66,29,53,0,73,39,51,2,5,0,8,124,97,72,187,21,34,0,44,0,28,34,0,6,0,20,837,56,107,0,40,0,157,58,86,170,30,28,31,20
"OTU_238",67,154,86,29,48,0,103,71,173,215,90,48,89,45,63,32,44,15,133,27,235,22,32,0,28,102,0,109,70,90,339,99,88,76,72,41,77,29,81,22
"OTU_239",0,0,0,0,7,0,6,0,0,0,0,51,34,10,30,26,116,109,40,14,46,41,98,0,0,0,0,0,6,0,32,0,31,101,36,50,38,229,53,151
"OTU_240",30,8,10,7,8,34,47,1,0,0,5,0,0,0,0,39,8,68,6,39,15,8,24,19,0,9,0,22,0,0,22,0,4,10,11,8,71,61,30,12
"OTU_241",0,0,0,0,0,0,0,0,0,0,26,2,0,0,16,18,64,22,0,0,0,0,35,0,0,0,0,0,0,0,0,0,16,19,0,9,26,47,16,58
"OTU_242",0,0,16,0,43,0,47,0,0,0,0,35,79,32,57,50,60,58,44,32,0,35,41,0,0,7,0,19,7,0,64,0,177,114,90,80,73,135,67,48
"OTU_243",22,10,7,0,24,32,24,0,11,111,15,0,0,0,20,29,33,32,53,33,36,12,31,0,55,33,17,21,8,38,0,11,0,15,0,0,0,58,36,30
"OTU_244",0,0,21,27,25,0,19,0,0,0,0,28,37,17,25,61,60,115,44,56,46,35,105,0,0,0,0,0,0,0,0,0,34,109,32,22,77,140,120,94
"OTU_245",0,0,160,38,98,0,141,0,0,0,0,49,11,46,33,42,59,33,81,0,50,17,0,0,0,0,0,18,31,17,50,0,99,86,52,50,109,13,53,12
"OTU_246",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,16,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,84,0,3,0,0,0
"OTU_247",0,30,77,0,41,0,19,0,0,0,0,0,0,25,0,20,0,0,13,0,24,0,0,0,0,0,21,58,21,0,0,0,0,0,0,48,35,25,29,45
"OTU_249",0,0,0,0,0,0,4,53,146,619,473,0,6,0,0,0,0,0,0,0,0,0,0,0,821,47,0,87,131,690,0,1959,0,0,0,0,0,0,0,0
"OTU_250",0,24,16,0,71,0,77,0,0,0,0,61,56,29,50,61,96,41,37,0,25,50,36,0,0,0,0,51,0,0,34,0,102,157,29,90,85,133,91,99
"OTU_251",0,15,66,0,0,7,0,0,0,0,0,44,68,85,48,30,56,0,20,0,52,27,0,0,0,0,0,0,0,0,0,0,48,115,39,123,36,68,88,6
"OTU_253",0,7,0,21,0,0,0,39,113,209,14,6,0,0,35,0,5,0,380,107,90,0,0,0,119,99,0,102,1004,2458,127,51,0,0,0,0,0,0,0,0
"OTU_254",0,0,29,1881,0,0,51,23,0,200,233,0,0,0,0,0,0,7,247,290,363,0,27,71,72,0,0,0,452,272,32,95,0,115,499,0,0,0,16,0
"OTU_255",0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,2,0,44,0,0,0,8,15,0,0,7,0,0,5,0,0,0,0,0,3,0,13,108,0,89
"OTU_256",0,0,0,30,40,125,44,85,0,205,483,25,43,28,0,41,50,54,19,34,23,83,93,593,262,25,12,30,319,61,59,0,0,60,82,0,0,0,36,41
"OTU_257",0,0,0,34,0,0,36,0,0,0,13,9,12,3,0,15,0,407,23,6,46,0,19,0,6,0,0,31,0,0,30,0,15,4,23,0,61,72,97,0
"OTU_258",35,0,0,0,0,30,0,0,0,0,0,19,16,380,333,0,41,0,17,0,62,15,0,0,0,0,0,11,0,0,0,0,52,39,42,1833,0,0,0,0
"OTU_259",16,12,0,0,3,51,0,0,0,0,0,0,0,64,57,8,33,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,12,29,16,13,0,0,0,0
"OTU_261",0,117,242,24,29,0,182,14,0,72,111,28,102,50,53,33,42,110,362,167,115,51,166,0,120,96,22,70,135,63,27,35,161,144,155,72,45,72,546,39
"OTU_262",0,0,0,0,0,0,0,0,0,0,0,31,0,25,25,22,59,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,9,21,0,5,24,8,0,36
"OTU_263",0,0,0,275,0,0,0,20,133,741,441,0,0,0,5,0,0,0,200,128,95,0,0,66,264,43,0,57,754,1050,26,521,0,5,0,0,0,0,0,0
"OTU_264",240,101,74,92,170,69,167,103,106,31,36,75,100,49,177,24,105,18,118,39,251,47,21,77,8,179,92,101,46,99,141,0,67,178,95,155,25,31,128,8
"OTU_265",47,112,83,25,147,42,121,71,103,40,24,23,66,63,86,26,117,113,68,16,60,74,146,19,141,165,133,168,86,0,113,38,73,123,49,83,40,216,181,81
"OTU_266",0,0,0,7,6,0,70,0,0,12,0,26,19,0,1,24,33,92,37,10,32,41,73,11,0,0,0,7,8,15,0,0,58,37,27,22,30,80,37,83
"OTU_267",0,0,22,0,28,0,0,0,0,0,0,12,0,31,33,105,30,51,0,0,0,26,0,0,0,0,0,0,0,0,0,0,83,28,28,52,155,44,92,88
"OTU_268",1,39,62,0,152,0,383,0,565,0,0,0,41,20,0,0,35,30,0,0,138,0,76,0,0,144,0,34,23,1481,73,0,32,379,46,20,0,0,0,0
"OTU_269",0,118,0,12,47,31,41,136,249,350,1769,0,4,0,0,0,0,0,11,0,0,0,27,0,387,178,6,34,86,278,126,890,0,0,0,15,0,0,0,0
"OTU_270",0,0,8,0,0,0,0,0,0,0,0,0,5,11,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,17,32,54,12,0,13
"OTU_271",99,72,0,0,23,59,0,0,0,0,0,0,0,56,14,111,35,0,0,0,0,19,0,26,0,0,209,27,0,0,0,0,57,19,23,74,98,22,30,34
"OTU_272",0,0,0,0,0,0,0,0,0,0,0,17,0,14,20,30,14,20,0,0,27,7,15,0,0,0,0,0,0,0,0,0,20,3,0,23,18,32,35,22
"OTU_274",113,47,31,0,79,0,0,0,0,0,0,46,59,94,87,17,8,0,48,0,59,0,0,0,0,14,0,0,116,0,0,0,0,0,4,79,34,0,86,17
"OTU_275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,4112,0
"OTU_276",0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,39,13,26,98,64,163,0,34,0,0,0,0,0,6,0,0,0,29,38,134,11,43,0,44,0
"OTU_277",15,8,40,34,34,8,37,19,0,35,0,97,105,0,44,11,123,22,143,12,82,75,117,0,0,8,31,26,12,0,33,12,98,141,36,55,48,89,89,96
"OTU_278",0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,19,0,7,0
"OTU_279",4,0,5,0,40,11,65,10,0,0,0,13,0,21,20,66,78,113,20,65,3,65,41,0,12,0,14,31,49,23,30,0,23,49,22,24,66,100,54,131
"OTU_280",307,0,78,0,283,845,328,88,135,0,56,53,71,0,89,0,111,0,41,0,54,0,0,0,81,0,492,170,108,44,522,0,52,66,0,78,0,0,0,51
"OTU_281",0,0,0,0,0,0,4,13,11,0,0,32,14,26,69,20,29,0,0,0,21,19,24,0,0,0,0,0,0,0,0,0,45,27,39,23,38,28,0,52
"OTU_283",99,89,99,9,161,231,241,67,28,10,5,39,48,30,79,7,69,14,37,5,0,34,36,25,75,118,47,235,43,36,280,34,31,80,0,130,11,27,54,47
"OTU_284",0,0,0,0,0,0,0,0,0,0,0,17,29,0,21,38,75,119,34,13,15,25,99,0,0,0,0,0,0,0,0,0,28,41,18,17,34,98,36,83
"OTU_285",182,72,114,11,55,94,108,68,196,23,0,25,32,75,41,12,42,0,37,10,0,26,0,69,40,107,400,48,116,49,53,13,18,24,0,142,25,11,45,0
"OTU_286",0,75,91,8,69,0,0,0,0,0,0,53,24,65,83,32,52,16,26,0,0,56,8,0,0,0,0,0,0,0,0,0,146,75,26,167,62,67,78,61
"OTU_288",0,24,16,0,0,0,6,9,9,46,0,32,11,28,21,34,10,23,13,6,0,0,20,6,22,15,3,9,25,14,0,58,0,31,14,0,73,0,47,59
"OTU_289",0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,23,29,32,11,0,38,0,0,0,0,0,0,0,0,0,0,0,7,24,0,0,20,0,16,0
"OTU_290",0,0,0,0,0,0,0,0,0,0,0,0,17,75,45,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,39,58,114,0,0,0
"OTU_291",0,0,14,0,9,168,33,46,3,8,0,0,9,33,0,90,153,236,89,30,0,81,195,0,110,0,0,7,118,16,103,0,2,54,96,39,0,215,83,501
"OTU_292",0,0,36,0,0,0,0,0,0,0,0,17,0,0,18,39,48,135,0,0,1,0,87,0,14,0,23,0,0,9,24,0,77,20,21,15,124,205,25,191
"OTU_293",0,0,175,0,0,0,72,0,0,0,8,0,0,25,0,0,0,0,313,98,0,0,0,0,0,0,0,0,16,0,84,9,0,44,0,113,0,0,4,0
"OTU_294",0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,8,0,0,0
"OTU_295",18,68,104,18,88,71,160,72,144,38,87,33,53,42,110,16,53,13,114,0,27,23,9,62,57,339,70,61,84,45,35,0,26,43,23,72,54,0,30,17
"OTU_296",0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,13,0,0,13,0,7,0,0,0,0,0,0,0,0,0,23,1,0,0,0,27,9,11
"OTU_297",0,0,0,0,0,62,0,0,0,0,0,0,0,0,15,31,0,55,16,30,0,33,25,0,0,0,0,0,33,0,0,17,0,0,0,0,14,2,8,48
"OTU_298",79,0,16,0,3,0,0,0,0,0,0,0,2,0,9,41,18,26,11,0,0,19,46,15,0,0,0,0,0,0,0,0,13,32,21,20,93,41,55,62
"OTU_299",0,0,22,1,38,0,1,15,0,0,0,47,70,10,12,16,95,9,0,0,47,0,0,71,0,0,0,0,177,4,1,0,40,119,210,57,166,67,0,10
"OTU_300",0,39,39,0,0,0,0,0,0,0,0,72,44,0,0,0,82,0,457,20,71,0,31,0,0,0,0,0,0,0,0,0,34,57,44,38,0,52,98,0
"OTU_301",0,25,5,25,12,0,7,0,0,0,0,14,13,42,40,64,11,17,0,0,53,17,38,50,0,15,0,21,10,0,0,0,1,17,1,28,48,19,35,19
"OTU_302",0,25,31,0,15,0,0,0,0,0,0,4,0,5,0,78,6,30,8,0,12,0,16,0,0,29,79,0,12,0,7,0,26,28,22,0,204,110,10,49
"OTU_304",0,0,0,0,8,0,8,14,0,0,11,15,14,2,12,19,67,60,15,8,0,13,24,0,11,2,0,0,0,0,0,0,15,25,1,1,13,62,59,71
"OTU_305",0,0,84,0,104,27,133,249,215,120,303,0,197,103,55,0,91,0,270,179,241,17,70,295,194,18,0,231,384,66,158,44,32,66,119,61,0,0,97,0
"OTU_307",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,55,1428,10,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,13,13,12,0
"OTU_308",0,20,16,0,0,0,103,0,0,61,23,0,0,8,12,43,0,9,5,90,70,0,48,24,0,4,0,0,0,0,5,79,20,62,0,0,100,52,84,7
"OTU_309",0,0,0,0,0,0,0,0,0,0,0,0,32,0,18,31,0,0,28,56,396,0,22,0,0,0,0,0,0,0,0,0,424,192,1740,0,1238,0,0,0
"OTU_310",60,88,77,27,75,16,67,94,119,82,10,16,31,16,29,11,18,39,54,9,54,0,21,53,56,45,85,44,55,103,115,23,19,47,23,10,50,67,33,25
"OTU_311",0,0,42,0,0,0,0,0,0,0,0,8,0,0,0,35,0,22,17,0,0,7,34,0,0,0,0,0,0,0,0,0,18,20,10,0,71,50,22,25
"OTU_312",13,49,28,0,37,17,60,88,38,73,28,15,52,16,37,24,42,57,125,49,49,20,48,0,37,30,27,36,47,38,108,28,37,0,51,19,34,42,51,62
"OTU_313",0,0,0,1266,0,0,8,0,0,2137,0,0,0,0,0,0,0,0,14,0,0,0,0,26,0,0,0,0,579,0,65,0,0,0,0,0,0,0,0,0
"OTU_314",0,0,0,0,21,66,41,4,24,34,0,0,17,7,20,0,42,0,26,0,0,0,24,0,27,24,0,0,23,0,9,0,0,45,0,0,0,0,46,22
"OTU_315",0,0,0,0,33,0,0,0,0,0,0,109,144,134,130,43,96,0,74,19,133,50,25,0,0,0,0,0,0,0,0,0,132,172,81,135,87,14,15,50
"OTU_316",0,15,65,0,22,6,45,9,0,8,0,84,13,58,55,7,66,76,42,74,21,24,105,0,2,4,21,0,3,0,10,0,98,34,74,167,91,148,58,20
"OTU_317",649,84,0,0,76,438,189,20,129,45,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,299,1258,212,213,0,114,0,0,0,0,17,0,0,0,0
"OTU_319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32,10,3,0
"OTU_320",0,36,183,0,61,0,29,0,0,0,0,31,26,27,31,59,71,5,51,0,14,5,25,0,0,0,0,0,7,0,0,0,75,133,52,86,159,45,41,26
"OTU_321",8,52,53,10,24,0,0,11,26,76,0,31,0,23,40,4,34,38,11,18,0,22,72,0,44,28,40,15,16,16,47,50,48,49,73,8,28,85,111,56
"OTU_322",0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,37,0,0,0,0
"OTU_323",6,0,0,0,0,0,50,137,837,241,1278,0,0,0,0,0,0,0,0,0,0,0,0,259,856,149,0,69,0,0,0,71,0,0,0,0,0,0,0,0
"OTU_324",0,0,0,0,0,0,0,0,0,0,0,14,14,14,40,10,23,0,10,0,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,27,0,0
"OTU_325",0,0,0,0,0,0,0,0,0,0,0,0,0,35,16,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,0,55,41,0,0,0
"OTU_326",3,15,19,0,37,7,0,0,0,0,0,26,10,0,22,18,37,17,25,0,9,11,26,0,0,6,0,23,11,0,0,0,0,17,0,32,30,29,31,15
"OTU_327",56,67,91,9,61,11,78,94,131,0,0,0,0,40,35,57,0,72,9,18,1,0,27,24,8,110,63,61,29,0,89,33,15,27,10,85,56,76,145,26
"OTU_328",102,35,22,0,83,55,44,51,34,0,15,27,54,0,78,33,55,77,53,0,0,118,107,22,27,81,98,73,47,0,27,0,51,61,24,50,33,74,99,180
"OTU_329",0,0,20,0,0,9,0,0,5,0,0,0,0,17,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,26,51,0,1,0
"OTU_330",0,54,0,0,0,0,66,0,0,0,0,0,0,10,50,0,0,0,0,0,0,9,101,0,0,51,44,0,0,0,90,0,34,59,0,18,21,12,0,134
"OTU_332",0,0,11,0,0,0,29,8,0,0,0,21,0,11,35,55,27,148,24,15,0,24,21,0,0,0,0,0,0,0,24,0,41,28,30,23,51,87,50,18
"OTU_333",0,0,28,0,0,0,0,0,0,0,0,16,32,0,0,0,17,0,55,0,12,32,31,0,0,0,0,0,0,0,0,0,14,23,0,13,0,24,29,0
"OTU_334",0,0,7,0,17,0,0,0,0,0,0,30,6,18,12,18,47,10,8,0,0,6,19,0,0,8,40,33,0,0,0,0,0,45,0,29,0,23,0,17
"OTU_337",0,0,130,0,48,0,72,0,0,0,0,21,12,0,18,41,41,62,0,29,20,22,81,0,0,0,0,27,0,0,31,0,28,44,20,26,32,111,55,73
"OTU_338",0,0,17,0,0,0,0,0,0,0,0,29,12,2,5,29,41,22,0,0,0,22,22,0,0,0,0,0,0,0,8,0,22,16,14,0,35,22,24,10
